policy_id,start_date,end_date,coverage,agent_foreign_key,customer_foreign_key
144855,2015-12-02,2016-06-12,Travel insurance,Kacper Wojciechowski,80020544852
191507,2015-07-15,2016-01-08,Health insurance,Lidia Dudek,80032209280
630235,2020-07-02,2021-03-20,Auto insurance,Danuta Walczak,56082738412
640270,2017-09-06,2018-07-26,Life insurance,Bogumila Piotrowska,84110870957
816779,2018-02-13,2018-09-17,Home insurance,Artur Rutkowski,52120855536
661931,2013-12-02,2014-08-12,Auto insurance,Celina Wojciechowska,41080884364
282404,2020-03-18,2020-08-29,Agricultural insurance,Joanna Wrobel,46052736685
492893,2012-09-02,2013-07-06,Auto insurance,Celina Wojciechowska,56081682378
142167,2016-06-23,2017-05-22,Agricultural insurance,Kajetan Pawlowski,77052042306
554221,2020-03-01,2021-02-06,Travel insurance,Celina Wojciechowska,52031620283
794571,2015-04-17,2015-06-13,Travel insurance,Lech Wozniak,77122852459
416760,2014-12-14,2015-06-18,Health insurance,Krystyna Nowakowska,84072266614
388140,2020-09-01,2020-10-07,Home insurance,Mariusz Wisniewski,96081023351
449759,2019-06-07,2020-04-18,Life insurance,Danuta Piotrowska,83111121208
995233,2020-07-14,2020-08-14,Agricultural insurance,Adam Stepien,83020581692
773421,2011-06-22,2012-03-16,Home insurance,Jerzy Ostrowski,06211834809
292912,2020-06-05,2020-07-21,Travel insurance,Bogumila Piotrowska,46050189553
472077,2011-02-05,2011-09-25,Auto insurance,Jan Szymanski,43111846028
166237,2016-10-28,2017-05-29,Travel insurance,Barbara Nowakowska,72040412646
879194,2019-04-22,2020-03-13,Health insurance,Bozena Wojciechowska,57062950365
958153,2013-04-20,2014-02-14,Agricultural insurance,Kajetan Pawlowski,40083170047
156892,2017-01-28,2017-06-22,Health insurance,Adam Piotrowski,99112426648
426712,2015-06-12,2015-06-21,Travel insurance,Krystyna Nowakowska,91081388350
163651,2017-04-03,2017-04-28,Auto insurance,Hanna Wieczorek,41022425262
975958,2010-09-12,2011-09-12,Auto insurance,Henryk Mazur,85012639624
573575,2010-08-18,2010-09-07,Business insurance,Adam Stepien,94100742418
347217,2018-07-20,2019-06-01,Agricultural insurance,Irena Szymanska,68020834384
484789,2015-03-16,2015-06-02,Travel insurance,Janusz Michalak,74091677412
996607,2013-09-26,2014-01-28,Life insurance,Danuta Piotrowska,55111205651
585041,2013-02-19,2013-08-13,Business insurance,Jolanta Nowakowska,40050145791
528143,2019-03-10,2019-05-27,Life insurance,Kajetan Gorski,84072266614
192109,2017-02-18,2017-04-24,Agricultural insurance,Marek Witkowski,48120597853
969487,2014-11-11,2015-02-17,Life insurance,Irena Szymanska,84020106418
624286,2018-11-28,2019-03-04,Life insurance,Barbara Nowakowska,44030395581
350702,2010-09-17,2010-10-06,Agricultural insurance,Karolina Wisniewska,56012993122
599976,2020-02-25,2021-02-24,Business insurance,Kacper Szewczyk,06232233265
349127,2015-06-21,2016-04-09,Agricultural insurance,Kamila Grabowska,90110450015
778916,2017-10-28,2018-02-26,Business insurance,Lidia Zalewska,82092458707
219011,2018-11-09,2019-05-24,Auto insurance,Damian Olszewski,82120753398
463061,2020-10-08,2021-04-16,Home insurance,Cyprian Majewski,72011360808
911338,2017-11-05,2017-12-20,Agricultural insurance,Emilia Walczak,56012993122
166950,2017-05-20,2017-06-20,Home insurance,Karolina Pietrzak,56112090839
577200,2018-01-14,2018-04-13,Health insurance,Irena Szymanska,02210874156
846987,2014-07-26,2015-03-23,Auto insurance,Karolina Piotrowska,73012003082
369752,2010-08-09,2010-11-18,Agricultural insurance,Cyprian Wojciechowski,49091293667
940635,2014-12-25,2015-01-11,Business insurance,Monika Nowicka,59011229670
611983,2014-08-26,2015-03-20,Home insurance,Jacek Wisniewski,02242161053
579142,2013-12-14,2014-05-24,Auto insurance,Jaroslaw Wisniewski,70092194312
544453,2017-01-03,2017-05-28,Home insurance,Kajetan Wrobel,69041328128
570599,2011-03-09,2011-12-05,Home insurance,Adam Stepien,89101546895
648787,2014-07-05,2015-03-01,Business insurance,Adrian Wisniewski,63082187115
114048,2018-09-06,2019-08-05,Health insurance,Grazyna Nowicka,89051749726
329537,2014-02-24,2014-02-26,Agricultural insurance,Kazimiera Michalska,86060768388
835886,2011-12-23,2012-10-27,Health insurance,Jerzy Ostrowski,66062333584
374683,2020-04-18,2021-01-20,Travel insurance,Ignacy Nowakowski,59011229670
496547,2012-05-18,2013-01-02,Agricultural insurance,Kajetan Pawlowski,58012299901
276999,2012-06-23,2013-01-18,Agricultural insurance,Gabriel Sikora,89090583112
828670,2019-04-04,2019-10-07,Business insurance,Bartlomiej Kozlowski,70102318174
704446,2010-05-15,2010-12-01,Business insurance,Czeslawa Adamczyk,40092156278
663877,2018-11-03,2019-08-08,Home insurance,Magdalena Baran,70121568060
225541,2018-10-09,2019-09-01,Home insurance,Barbara Nowakowska,87102439718
673976,2012-08-08,2012-09-06,Life insurance,Magdalena Baran,83031604438
613463,2011-10-18,2012-02-10,Agricultural insurance,Hubert Szymanski,40062929695
172277,2011-11-13,2011-11-25,Business insurance,Kazimiera Krawczyk,06322801091
866500,2011-11-17,2012-05-23,Business insurance,Dariusz Nowicki,41013016116
118995,2018-04-24,2019-01-06,Life insurance,Kinga Kaminska,84031162573
657717,2013-09-15,2014-09-09,Agricultural insurance,Gabriel Tomaszewski,94071693120
556452,2019-09-05,2020-08-03,Home insurance,Julia Jaworska,75040920445
240339,2019-08-27,2019-09-13,Auto insurance,Joanna Adamczyk,55110218443
322298,2013-02-15,2013-06-12,Life insurance,Monika Nowicka,61032212933
649824,2019-02-10,2019-12-17,Life insurance,Janusz Michalak,86042522887
242455,2017-06-12,2017-09-02,Business insurance,Anna Michalska,47102669852
385264,2020-03-18,2020-09-02,Health insurance,Jacek Wisniewski,98042420072
406034,2020-02-26,2020-12-19,Business insurance,Leon Wrobel,83092011615
200082,2013-04-22,2014-01-29,Health insurance,Jaroslaw Dudek,86101731265
891618,2018-11-01,2019-05-25,Home insurance,Kazimiera Szewczyk,89082102772
446072,2014-12-15,2015-06-07,Travel insurance,Danuta Piotrowska,65062457096
650300,2014-01-13,2014-04-22,Travel insurance,Leon Wrobel,99042667218
772560,2018-03-01,2018-09-10,Home insurance,Mariusz Kaminski,42020427379
937663,2019-10-17,2020-01-02,Life insurance,Jolanta Nowakowska,87083190680
358292,2018-01-10,2018-06-30,Home insurance,Jacek Wisniewski,93081974472
603249,2015-05-17,2015-07-12,Health insurance,Janusz Michalak,72122122180
523156,2013-08-07,2013-11-27,Auto insurance,Agnieszka Rutkowska,54082287219
206968,2011-05-08,2011-10-13,Home insurance,Magdalena Baran,75011956583
466914,2017-06-27,2018-01-17,Agricultural insurance,Magdalena Baran,48090767722
601669,2020-03-12,2020-11-28,Travel insurance,Henryk Mazur,57121477943
832030,2015-12-16,2016-03-13,Travel insurance,Marianna Wrobel,90062713888
784522,2011-08-27,2012-06-12,Auto insurance,Joanna Adamczyk,57121477943
793623,2018-08-27,2018-11-06,Travel insurance,Bartosz Witkowski,76102208022
450648,2010-09-04,2011-03-23,Life insurance,Barbara Nowakowska,58070777432
665029,2016-08-22,2017-07-05,Auto insurance,Krystyna Nowakowska,63082912313
735422,2017-09-14,2018-07-22,Home insurance,Julia Jaworska,04240246529
708192,2016-06-22,2016-12-22,Auto insurance,Krystyna Nowakowska,89101546895
617569,2015-10-02,2016-06-03,Travel insurance,Laura Krawczyk,77010438350
841514,2020-07-01,2020-07-30,Auto insurance,Marianna Wrobel,41101351712
792890,2014-03-02,2015-01-26,Home insurance,Marianna Wrobel,63082187115
618289,2016-11-27,2017-04-12,Health insurance,Bartlomiej Kwiatkowski,58053095685
195719,2020-05-06,2020-05-17,Life insurance,Artur Rutkowski,02242508685
538374,2020-01-03,2020-03-14,Agricultural insurance,Julia Jaworska,80092355499
604044,2011-01-11,2011-07-14,Travel insurance,Gabriela Wroblewska,71120389030
430056,2014-10-07,2015-04-24,Travel insurance,Hanna Wieczorek,03230549167
657969,2010-03-25,2010-03-26,Auto insurance,Jakub Olszewski,67080645840
739498,2010-08-15,2011-03-15,Health insurance,Kacper Szewczyk,41101351712
273114,2014-11-13,2015-03-18,Life insurance,Marta Mazur,76031446836
114759,2020-02-27,2020-03-09,Health insurance,Monika Nowicka,70092194312
853699,2019-10-01,2019-10-28,Auto insurance,Maria Wieczorek,98050819079
166458,2018-01-15,2018-05-14,Auto insurance,Monika Nowicka,65100478795
459655,2017-09-11,2018-05-28,Life insurance,Kazimiera Krawczyk,48070844827
288823,2014-10-18,2015-06-28,Health insurance,Lidia Dudek,72111712554
788055,2010-07-20,2010-11-05,Agricultural insurance,Lech Wozniak,48031763080
832073,2020-03-01,2021-02-08,Home insurance,Adrian Wisniewski,58101796036
980148,2011-05-13,2012-03-31,Travel insurance,Damian Zielinski,01231669011
416150,2019-03-16,2019-11-07,Travel insurance,Jolanta Wisniewska,76042595523
802978,2011-11-16,2012-01-11,Health insurance,Dariusz Nowicki,67061908801
886726,2016-03-24,2016-10-09,Travel insurance,Joanna Wrobel,78042138999
400392,2016-04-27,2016-10-06,Home insurance,Monika Nowicka,46032557389
346022,2017-06-05,2018-05-11,Agricultural insurance,Jakub Olszewski,70102318174
559380,2019-08-21,2020-06-29,Business insurance,Krzysztof Mazur,59120948556
701026,2019-03-12,2020-03-10,Life insurance,Marta Mazur,78122077284
249036,2014-05-03,2014-06-27,Agricultural insurance,Dorota Zielinska,46021376113
238659,2016-10-11,2016-10-30,Business insurance,Kajetan Pawlowski,88030754542
718000,2012-10-05,2013-04-21,Health insurance,Kacper Szewczyk,41071530362
889878,2010-05-05,2011-05-01,Agricultural insurance,Jozef Olszewski,90051573608
534510,2017-02-15,2017-03-19,Home insurance,Lech Wozniak,94072591953
361792,2011-04-04,2011-07-02,Agricultural insurance,Maria Wieczorek,79101030397
300940,2017-10-16,2017-11-24,Health insurance,Krystyna Nowakowska,65110196973
545087,2012-07-24,2013-01-31,Business insurance,Danuta Kaminska,43070979700
693842,2016-12-14,2017-09-09,Travel insurance,Bartosz Witkowski,89090583112
564210,2013-04-19,2013-09-22,Travel insurance,Janusz Michalak,66033193461
918143,2010-12-27,2011-05-19,Life insurance,Adrian Wozniak,93072046951
793534,2015-08-08,2015-09-03,Travel insurance,Marta Jaworska,66012710618
987328,2017-08-25,2018-02-21,Travel insurance,Marta Mazur,66062333584
238477,2015-06-18,2015-07-07,Business insurance,Jakub Dudek,72102673196
644310,2010-02-10,2010-07-21,Home insurance,Czeslawa Adamczyk,67033093058
965121,2014-09-24,2015-09-17,Business insurance,Karolina Majewska,90012147921
374078,2020-08-24,2020-12-02,Travel insurance,Ireneusz Zajac,75040563770
804211,2019-06-14,2019-06-22,Health insurance,Kinga Kaminska,83073066957
768265,2014-11-19,2015-01-17,Agricultural insurance,Monika Adamczyk,90051573608
931556,2014-10-11,2015-05-18,Life insurance,Magdalena Baran,01221588025
520918,2019-11-04,2020-02-21,Home insurance,Mariusz Kaminski,91032087611
933395,2010-12-19,2011-05-02,Travel insurance,Marta Mazur,56051436561
222164,2010-06-03,2010-06-05,Home insurance,Kamila Grabowska,94072833897
629050,2010-10-07,2010-11-01,Business insurance,Ireneusz Zajac,53060991294
414706,2017-09-27,2018-01-17,Business insurance,Danuta Kaminska,79120260485
191625,2018-11-04,2019-09-13,Agricultural insurance,Artur Rutkowski,52050428181
141039,2019-06-14,2019-10-30,Health insurance,Jakub Dudek,56092346478
598774,2010-08-24,2011-07-30,Life insurance,Lech Wozniak,96063027283
965408,2016-05-04,2017-04-01,Travel insurance,Karolina Pietrzak,74071032794
294812,2012-02-17,2012-10-11,Life insurance,Anna Olszewska,44091279419
637591,2020-06-15,2020-09-29,Auto insurance,Damian Zielinski,89041998211
149126,2016-05-11,2016-11-19,Auto insurance,Marek Witkowski,44100529571
506340,2017-12-13,2018-08-02,Home insurance,Hubert Adamczyk,71060562049
121150,2015-09-16,2015-11-02,Business insurance,Jozef Olszewski,91032087611
402127,2015-06-01,2016-01-11,Health insurance,Karolina Wisniewska,79101491271
708755,2010-09-27,2011-03-23,Business insurance,Jaroslaw Dudek,52050428181
421494,2013-08-28,2014-05-28,Auto insurance,Czeslawa Adamczyk,71062472029
749355,2017-04-12,2018-02-14,Home insurance,Adam Piotrowski,99010247794
261365,2012-12-03,2013-03-06,Home insurance,Jolanta Wisniewska,84012526150
400924,2020-10-02,2021-04-02,Travel insurance,Mariusz Kaminski,63013107175
263548,2015-10-09,2016-02-15,Agricultural insurance,Kacper Szewczyk,04221342383
464670,2019-05-09,2020-03-21,Auto insurance,Anna Michalska,72061050502
675386,2020-07-01,2020-09-03,Life insurance,Anna Michalska,04312721989
918778,2010-06-12,2011-04-04,Health insurance,Mariusz Piotrowski,96021419202
519741,2020-07-06,2020-12-10,Life insurance,Julia Jaworska,59082817239
262561,2016-01-16,2016-07-22,Health insurance,Krystyna Nowakowska,89102335407
399844,2011-05-15,2011-10-27,Agricultural insurance,Jerzy Ostrowski,60050679407
534727,2019-12-23,2020-06-18,Auto insurance,Danuta Walczak,43092473938
612237,2014-06-03,2014-07-30,Business insurance,Danuta Piotrowska,96100339166
428513,2011-01-25,2011-08-24,Health insurance,Jozef Olszewski,86061375945
980164,2020-10-04,2020-11-03,Agricultural insurance,Bozena Wojciechowska,66092926947
199866,2011-04-21,2012-04-03,Life insurance,Maria Szewczyk,83061939801
294456,2015-06-08,2016-04-23,Life insurance,Jerzy Ostrowski,63091848696
618006,2011-10-28,2011-12-27,Auto insurance,Danuta Piotrowska,83030529273
720225,2013-01-21,2013-05-18,Agricultural insurance,Krzysztof Mazur,03322097615
468023,2013-04-04,2013-06-06,Home insurance,Jaroslaw Pietrzak,43111846028
361012,2019-04-24,2019-07-19,Life insurance,Danuta Piotrowska,50060603501
747759,2015-12-05,2016-03-16,Health insurance,Jacek Wisniewski,47072996297
938838,2016-09-11,2017-06-16,Life insurance,Dorota Zielinska,49051924440
899093,2016-05-03,2016-10-01,Travel insurance,Jaroslaw Pietrzak,90101300875
174907,2013-02-26,2013-11-06,Home insurance,Damian Zielinski,00282025744
156539,2012-11-04,2013-05-04,Home insurance,Kinga Kaminska,04230743834
507143,2011-01-16,2011-11-02,Health insurance,Jacek Wisniewski,91111364196
757164,2016-07-24,2016-08-22,Home insurance,Jan Szymanski,65062457096
470699,2011-07-03,2011-11-06,Travel insurance,Lidia Zalewska,90122215914
668381,2015-11-08,2016-05-01,Health insurance,Franciszek Mazur,74092007715
984077,2011-07-18,2012-01-21,Home insurance,Danuta Szewczyk,99021713888
843694,2017-08-16,2017-10-23,Health insurance,Joanna Wrobel,80063068124
860374,2015-04-04,2015-11-12,Life insurance,Barbara Nowakowska,86031395207
234525,2018-01-13,2018-03-27,Life insurance,Henryk Mazur,56032020820
585598,2016-02-21,2016-04-16,Agricultural insurance,Maria Szewczyk,40092156278
603779,2015-12-11,2016-05-19,Auto insurance,Beata Michalak,84072157592
309095,2012-04-14,2013-02-11,Health insurance,Franciszek Mazur,03322097615
878880,2017-12-01,2018-06-26,Home insurance,Lidia Zalewska,66081111721
963609,2014-08-08,2014-08-18,Life insurance,Hubert Adamczyk,75011956583
737367,2010-08-25,2010-11-18,Agricultural insurance,Adrian Wisniewski,93081974472
936147,2012-10-11,2012-12-22,Home insurance,Grazyna Nowicka,88110686523
555249,2016-07-18,2016-11-17,Health insurance,Adam Piotrowski,05253123634
567397,2013-06-05,2014-01-14,Home insurance,Magdalena Baran,74071032794
709498,2014-01-17,2014-11-02,Agricultural insurance,Jaroslaw Pietrzak,44100529571
569153,2014-02-26,2014-07-15,Auto insurance,Leon Wrobel,82120753398
916052,2012-03-10,2012-10-30,Life insurance,Karolina Piotrowska,93092162877
442373,2017-12-15,2018-11-05,Health insurance,Jakub Olszewski,05281384236
740916,2012-08-22,2013-06-22,Travel insurance,Krzysztof Mazur,42122088425
289065,2012-01-17,2012-04-23,Business insurance,Kajetan Gorski,56012993122
195818,2012-11-26,2013-01-06,Auto insurance,Krzysztof Mazur,96103087189
765364,2012-09-12,2012-11-09,Travel insurance,Cyprian Majewski,69111573658
609192,2018-06-17,2019-06-09,Agricultural insurance,Kajetan Gorski,46112932127
948771,2014-12-22,2015-10-08,Home insurance,Danuta Walczak,69070357526
759732,2020-01-10,2020-01-11,Life insurance,Cyprian Wojciechowski,03322201906
137905,2019-11-05,2020-02-22,Auto insurance,Monika Adamczyk,96112081451
642309,2014-12-19,2015-09-20,Business insurance,Antoni Dudek,49091778500
466497,2019-11-22,2020-05-27,Home insurance,Bartlomiej Kwiatkowski,45030974033
290111,2018-04-09,2018-07-17,Health insurance,Jakub Dudek,77010438350
598818,2018-09-21,2018-11-16,Travel insurance,Bozena Wojciechowska,72012523185
543572,2020-01-27,2020-07-03,Business insurance,Agnieszka Gorska,77012616156
569044,2011-02-03,2011-05-09,Health insurance,Jaroslaw Pietrzak,40080288444
675795,2020-03-01,2020-11-13,Business insurance,Amelia Witkowska,48042193483
862394,2013-08-24,2014-08-16,Life insurance,Mariusz Kaminski,86040966623
497909,2011-12-11,2012-05-20,Auto insurance,Kajetan Pawlowski,02232284089
578407,2018-06-10,2019-05-02,Business insurance,Adam Piotrowski,61042041105
423598,2019-06-12,2019-06-22,Agricultural insurance,Dominik Zielinski,72101321724
564876,2011-08-01,2011-11-08,Business insurance,Karolina Pietrzak,89081450579
304554,2010-03-03,2010-04-04,Business insurance,Jaroslaw Dudek,40062929695
440826,2012-08-10,2013-08-04,Home insurance,Kajetan Gorski,42121171102
831710,2015-04-28,2015-06-06,Home insurance,Gabriela Wroblewska,94021235794
340658,2020-02-26,2020-04-28,Agricultural insurance,Dorota Zielinska,86010749401
531379,2012-11-04,2013-05-27,Home insurance,Ireneusz Zajac,87021410270
215736,2015-01-15,2015-05-13,Auto insurance,Dominik Zielinski,93092162877
285870,2018-12-11,2019-05-17,Business insurance,Krystyna Nowakowska,03232994316
686687,2017-12-28,2018-12-15,Business insurance,Jakub Dudek,41110811083
120175,2015-08-01,2016-01-06,Business insurance,Agnieszka Gorska,90110450015
273475,2018-04-26,2019-04-05,Agricultural insurance,Kamila Grabowska,51010563788
506572,2011-06-12,2012-06-10,Agricultural insurance,Danuta Piotrowska,05312590623
826052,2011-01-08,2011-10-04,Travel insurance,Kajetan Wrobel,44100529571
233590,2018-06-19,2019-06-16,Auto insurance,Marta Jaworska,52102334332
242632,2016-10-18,2017-04-17,Home insurance,Celina Wojciechowska,44091279419
556233,2010-05-15,2010-08-30,Business insurance,Julia Jaworska,70121568060
644323,2015-06-18,2015-12-05,Home insurance,Hubert Szymanski,78032851224
814551,2020-03-05,2020-08-12,Agricultural insurance,Hubert Adamczyk,84031999315
699589,2010-11-23,2011-02-22,Life insurance,Beata Michalak,78042138999
201184,2012-02-25,2012-03-26,Business insurance,Henryk Mazur,92030145057
550663,2019-09-18,2020-02-20,Life insurance,Adrian Wozniak,06291984731
265948,2016-08-01,2016-08-25,Life insurance,Kamila Grabowska,06252683796
324183,2012-07-24,2012-09-05,Life insurance,Mariusz Kaminski,70090249939
911004,2019-12-15,2019-12-17,Home insurance,Bartlomiej Kwiatkowski,46092282661
290209,2018-06-03,2018-09-09,Business insurance,Mariusz Piotrowski,87021410270
991354,2014-04-23,2014-10-24,Business insurance,Lidia Dudek,65011307304
769298,2010-10-09,2010-10-31,Health insurance,Kajetan Pawlowski,81071238679
364728,2014-06-21,2015-05-23,Travel insurance,Jakub Dudek,99112426648
831241,2019-08-10,2020-02-13,Life insurance,Joanna Wrobel,72102673196
903318,2014-02-18,2014-03-23,Travel insurance,Danuta Piotrowska,06281456585
358141,2014-12-03,2015-10-25,Home insurance,Gabriel Tomaszewski,59111153068
825787,2013-07-11,2014-05-16,Travel insurance,Krzysztof Mazur,72102673196
668507,2013-06-13,2014-01-25,Home insurance,Monika Adamczyk,00271776428
817445,2019-03-18,2019-05-20,Life insurance,Kacper Wojciechowski,85090500551
685746,2011-03-22,2011-12-26,Auto insurance,Hubert Adamczyk,60022176893
167578,2012-03-20,2012-12-07,Life insurance,Marianna Wrobel,67122614333
419294,2011-01-04,2011-11-23,Auto insurance,Jolanta Olszewska,42072537501
975311,2020-09-18,2020-11-09,Business insurance,Jozef Olszewski,43121274895
138601,2020-09-16,2021-04-22,Business insurance,Adam Piotrowski,92030145057
848045,2011-03-01,2011-10-16,Agricultural insurance,Leon Wrobel,85030690979
151245,2010-03-23,2010-03-24,Agricultural insurance,Monika Adamczyk,06221057605
452152,2013-03-12,2014-02-02,Travel insurance,Laura Krawczyk,46080397421
297202,2016-09-24,2017-01-31,Health insurance,Dariusz Nowicki,51040242455
499995,2019-05-06,2020-01-22,Auto insurance,Danuta Piotrowska,51102162123
497670,2013-08-10,2014-01-11,Home insurance,Joanna Adamczyk,96063027283
705259,2015-04-27,2015-06-21,Home insurance,Jakub Olszewski,74091677412
302318,2014-03-26,2015-03-13,Agricultural insurance,Jakub Olszewski,73122802548
533107,2012-05-16,2013-01-06,Agricultural insurance,Karolina Piotrowska,67080645840
760673,2015-05-17,2016-04-10,Home insurance,Danuta Kaminska,80042729886
537577,2011-01-01,2011-08-04,Business insurance,Leon Wrobel,61062261107
720490,2014-05-05,2014-09-01,Auto insurance,Maria Wieczorek,42082895738
325909,2020-07-11,2021-04-25,Agricultural insurance,Hubert Szymanski,03231797521
634919,2015-05-09,2016-03-09,Auto insurance,Karolina Wisniewska,94122397793
364010,2018-11-09,2019-10-04,Life insurance,Izabela Witkowska,83020259652
193459,2013-10-27,2014-02-20,Travel insurance,Julia Jaworska,72091534850
795795,2020-03-26,2020-09-19,Travel insurance,Jaroslaw Dudek,83082557235
907070,2013-12-03,2014-08-21,Home insurance,Ignacy Nowakowski,85040922255
623444,2011-06-24,2011-06-28,Travel insurance,Hubert Szymanski,83050341125
100801,2011-02-09,2011-10-14,Health insurance,Dorota Zielinska,80042729886
420683,2014-05-06,2014-06-11,Auto insurance,Celina Wojciechowska,86021174946
979167,2018-10-01,2019-09-28,Life insurance,Karolina Majewska,80032892466
793275,2018-04-05,2018-05-18,Auto insurance,Izabela Witkowska,44100529571
893505,2016-06-26,2017-01-09,Life insurance,Irena Nowicka,86100508062
808243,2020-06-06,2020-07-07,Life insurance,Agnieszka Rutkowska,97090216231
594829,2018-07-04,2019-03-21,Auto insurance,Marta Jaworska,03320616362
971940,2013-10-02,2013-11-13,Travel insurance,Dorota Zielinska,62072734302
919015,2012-02-04,2012-07-29,Business insurance,Izabela Witkowska,85040922255
116374,2013-06-26,2014-03-04,Home insurance,Marta Jaworska,81021739434
421227,2014-09-25,2015-08-29,Health insurance,Julia Jaworska,96012432810
964110,2018-05-05,2018-05-20,Business insurance,Irena Szymanska,94122397793
665440,2012-01-10,2012-05-12,Travel insurance,Grazyna Nowicka,79122718627
698800,2019-06-27,2019-12-14,Life insurance,Monika Adamczyk,73080417017
521443,2017-11-03,2018-01-10,Auto insurance,Marta Jaworska,60041232354
828853,2014-07-27,2014-11-05,Business insurance,Kazimiera Michalska,45030974033
647499,2015-04-06,2015-12-28,Business insurance,Marta Jaworska,72122122180
840700,2015-09-03,2016-02-07,Business insurance,Izabela Witkowska,04302937721
630405,2012-08-19,2013-02-26,Health insurance,Danuta Walczak,82061405455
426868,2014-07-25,2014-09-27,Life insurance,Jakub Dudek,62072734302
934898,2020-05-11,2020-10-19,Travel insurance,Cyprian Wojciechowski,67052726557
595751,2016-12-20,2017-11-22,Agricultural insurance,Krystyna Nowakowska,05291657713
939234,2011-07-04,2011-11-12,Business insurance,Ireneusz Zajac,83061939801
873688,2020-07-13,2020-10-09,Auto insurance,Leon Wrobel,83080749162
200937,2013-07-04,2013-10-18,Business insurance,Marta Jaworska,66041925553
569155,2015-12-02,2016-05-23,Health insurance,Irena Szymanska,41020808887
460004,2016-07-24,2016-11-01,Agricultural insurance,Amelia Witkowska,92100830089
748213,2017-12-18,2017-12-27,Home insurance,Adam Stepien,72040412646
517622,2018-07-26,2019-06-09,Life insurance,Jolanta Wisniewska,84050515367
104659,2020-10-15,2021-03-17,Agricultural insurance,Kazimiera Michalska,83032571582
525119,2010-03-12,2010-08-15,Life insurance,Damian Zielinski,70102318174
642012,2019-01-06,2019-07-19,Auto insurance,Hanna Wieczorek,43121274895
458940,2019-05-06,2019-09-25,Home insurance,Mariusz Piotrowski,57011648952
